record_id,document_family,split
10886db6a6e92eac,family_b,val
10f31908bccbd383,family_b,test
11318356fa2d5c4d,family_b,train
11a01271dfe30a0d,family_b,test
11ac759d2c3fad17,family_b,train
12604441f6e454fa,family_a,test
12ee6efed112ce71,family_b,test
1313eed11bef2fe9,family_a,val
13224fc58e67ed2a,family_b,train
134bb145e10b2b39,family_b,train
1371ca1c105435e1,family_b,train
138519a22b81a35b,family_b,train
13f43765638fb1e8,family_b,train
145b8eb0fbe5c5b0,family_b,val
146e6c0546693f09,family_a,val
14bae5b07cb9cc79,family_a,train
14d5f90c2f98028f,family_a,train
15496b0c3280a4da,family_b,train
15ead77645216360,family_b,train
1626551f51e5da1b,family_a,train
162d2ea58bdea2fb,family_a,test
16645f67fbf90151,family_b,train
1664e6a98703c424,family_b,train
168dac4701bc2d7a,family_a,train
172195fcdbcb6f45,family_b,train
175bab7e087ecfa0,family_b,train
17b3e9f08e1d2a36,family_b,train
17e174573bcbb55c,family_a,train
17fbe7226cf75177,family_b,val
1889af4f1f490e01,family_a,train
18aa6456a48fa225,family_a,train
18b7aba57dd0d2ee,family_b,train
18cef4e483e137b4,family_a,val
18dce2ed7d93218e,family_b,train
191812c1358feda3,family_a,train
191c0b117d8b5ffa,family_b,train
1956325c8c916336,family_a,val
195de7bab7b78f3d,family_a,train
196a489a570bc874,family_a,val
19ba300562cd4fcf,family_a,test
1a5af1c0feaf5bee,family_b,test
1acec3d1224ac092,family_b,train
1b0f200afa41be03,family_b,val
1b2af09091469f33,family_b,val
1b3857989557ebf6,family_a,train
1b4e136b943ef843,family_b,train
1ba16bb32633616b,family_b,val
1ba21b1f39cf7b00,family_a,train
1d1a4e78fea05dd2,family_a,train
1d699eaaa300f8c9,family_a,train
1ddddc1ad0d3498f,family_a,train
1e16ee931adb44f4,family_b,train
1e2347b2729f1554,family_b,train
1e66f3186376490f,family_a,test
1ee750678d04dc57,family_b,train
1efe44dd0424c443,family_b,test
1f8953603eda9db2,family_b,train
2008bde7849cceb0,family_b,train
20513e1c9f90d64a,family_b,train
20f7b79731a3e093,family_a,train
21940c7bc8de891b,family_a,train
21c38a2384d5ed10,family_a,val
21c4ddaf1b938ff0,family_b,train
2237c87d0fdd4c1a,family_b,val
22d95edc55f8e69a,family_b,test
23259c2d65f37484,family_a,train
23f3e202c8865aee,family_b,train
24d354313e63f20f,family_b,train
250a0e03e963a80b,family_b,train
250cc899410024ca,family_b,test
251cad12fb9c8196,family_b,train
25307a05aa01aa49,family_b,test
25e2939bca7029af,family_b,train
25edcdeb93e79d6f,family_b,train
261e665ebc559338,family_b,train
26552c8d9b5366e8,family_b,train
269f1261700b250b,family_b,train
275d4182b90b95fb,family_a,train
27706f9c79ac2320,family_a,train
277c86cda6057900,family_b,test
27a45ae6b7142600,family_a,train
27a4ac4e4cdf8daf,family_a,train
27aaa5ee91480431,family_a,train
283c6312dbc0b53d,family_b,test
289f1a52e06fa5c9,family_b,val
29089bd54fecddb7,family_b,train
293b4714eb2c3397,family_a,test
299c20aa8a1ef5fd,family_b,val
2ab313839d513d2c,family_a,train
2acd0005e8eb8792,family_b,test
2b8685c79dea4dce,family_a,train
2bae41e2a696ce60,family_b,train
2bc46e7c654a3ea5,family_a,train
2c1397c9ed99537b,family_a,train
2c1abea49b7c0f1a,family_b,train
2c1e147e0c21b769,family_b,test
2c63add86ce0368f,family_a,val
2ca027314272d7ff,family_b,train
2ca7f91d46e3bd27,family_a,train
2cdba6a574e2a86b,family_b,val
2d0492922fa90f02,family_a,train
2d1d7c6cf0809de8,family_b,train
2d27bac1bd06858c,family_b,val
2d786f10f26519dd,family_b,train
2d96046bde7527ba,family_b,train
2e5d023fc1621c01,family_a,test
2e610fe858454a2f,family_b,train
2e8ed0483892f517,family_b,train
2eb0da77cce6e82e,family_b,train
2f39c45bcdcc9e76,family_a,train
2fcebd57c4076056,family_b,train
30198e7c6150d4b1,family_a,train
309ae7cc008a7fc6,family_b,train
314e4afc719574cc,family_a,train
3158b2ff1ae0b701,family_b,train
3163df10a9e2f346,family_a,train
31781a871b1e35e7,family_a,val
320d6d75ded7b8c5,family_a,train
323c1a3646c31be7,family_a,train
32405a761d5a3717,family_b,train
32505f81cbc2c76c,family_b,train
330a506f142d5cf9,family_b,test
330e6d1ed53d0764,family_a,train
332b4d7111d202f4,family_a,train
339ff247f996a341,family_b,train
33d3b486a39aa977,family_b,train
343154b51399a7f2,family_b,train
34472fee389b4c65,family_a,train
3460ee2480681493,family_b,test
34cc39898758ca8f,family_a,train
357046ec3897454c,family_a,test
368775613e658110,family_a,train
36b78132cbec8e69,family_b,train
36feef0b1e5ac7d9,family_a,train
372866dd5c4bb518,family_b,train
3766756e8e5299e1,family_a,train
38187f04915c7da6,family_a,train
3829bf6fdbf2ada6,family_a,train
382c4e2d0f50fe6b,family_a,train
38432cd8bfb104ab,family_a,test
38498e44742d6538,family_a,train
3851bcbdf63e01ab,family_a,train
386e8be3bb3636df,family_b,val
3898addd8a56345a,family_b,val
38c803a46dffa4b0,family_b,train
38cc6ec61d1f0326,family_a,train
394b906af32633da,family_b,val
395cd849e70fe2f7,family_a,train
398200f93cb9340c,family_a,train
399fe4300f492799,family_a,train
39dae52e8e90a949,family_b,train
3a15ea5fcc87278a,family_b,train
3a340d5e43466630,family_a,train
3a3c3b26c75db0ab,family_a,train
3a9507ec6e40642f,family_a,train
3bc5f79bda68f316,family_a,val
3bc7d1cc16b72c66,family_a,train
3bd1188a8f91a222,family_a,test
3c756ab31931d635,family_b,test
3cdbd8ea5000c59b,family_b,val
3d07f75792045e64,family_b,train
3d4ad6be137ba5c5,family_a,train
3d7156d3847fbdd5,family_a,train
3dbb1e39793d8939,family_a,val
3def6eed7960ee8d,family_b,train
3e6107c1e90b6a03,family_b,train
3ea751c673b29295,family_b,train
3ef60d16bdfde9db,family_a,val
3fac27e49a34cfc4,family_a,train
3fd3a70ef4959788,family_b,train
4036c5db7a12e8ac,family_b,train
4061eb81fa71d039,family_a,train
4066991dc1fbc339,family_a,train
407543c1f8ef84f0,family_a,train
40e0d81c8cf3bebf,family_b,train
411f52a7c746ab3e,family_b,val
4131699894ea9a7b,family_b,train
41aa54650d171eef,family_a,test
429498a0fe853c1b,family_a,train
42a175c3466a65af,family_a,test
42f1aae56d5c6a8d,family_a,train
432b31f8b3935da4,family_a,train
436fc3f5ed50c55f,family_a,train
43e475306cda26f2,family_a,train
44111448db2b9a15,family_a,train
441238ad8a38d82c,family_a,val
44322a4bfb95e295,family_b,train
4435542c5f6923a0,family_a,train
447de92a23eb3f21,family_b,val
45114eeb50b95a33,family_b,train
451679c44ba185c1,family_b,test
454978b809d58961,family_b,train
4606560d2a4ddfc7,family_a,train
467fb9effccd8780,family_b,train
468a0fa36b05d804,family_a,test
47022c08f20d8b49,family_b,test
4717381dfa9adb08,family_a,train
473f09e77941142e,family_b,test
474a4f54170b165e,family_a,train
475ad6f231ca3f41,family_a,val
47687617a01f11ae,family_a,train
476ebe705638eb6c,family_b,test
47c6cd846a874671,family_a,train
480594a119e8a196,family_a,train
48346b98a51050be,family_a,test
48d337d65e60a5ab,family_a,test
48d4a9f94960ae6e,family_a,val
48dc8916147bf508,family_b,train
48de9c443e1d6142,family_a,val
4947c6043a5ef0a9,family_b,train
497003a7cab42349,family_a,train
499889e6a99dfaf7,family_b,val
499ebe3c9d7227d9,family_a,train
4a5eb724f646177d,family_b,train
4ac3634477480b93,family_b,train
4b01248e00d5d15b,family_a,train
4b558300e41a38a9,family_a,train
4b76ed53a33186b7,family_a,train
4b81797de1a3a61c,family_a,train
4b8253eb3c589d48,family_a,train
4c2530529daa7581,family_a,train
4d23949b32129040,family_b,train
4d6b7010fda5639c,family_b,train
4d944a41b3fbd7ce,family_b,train
4e52d9e6945ba4e7,family_b,train
4efd1ea374ac7007,family_a,train
4f534b99522feebe,family_b,train
5010b6f7403ff8fe,family_b,train
50287f26d031e654,family_a,test
502ffc4ab2870430,family_b,train
50491a94aee87d78,family_b,train
50f9c88fa9625a30,family_b,val
5142eb0d561575a4,family_b,train
51a9e019c4d01596,family_b,val
51bdb3d4952ba4d1,family_b,test
51d70ff392779a07,family_b,train
525e400bb2f9e06e,family_b,train
52be029fe3518a78,family_a,val
52c00af47290128d,family_b,train
52e28d4c3384ce87,family_b,test
52f5eff814445b54,family_a,train
5306f2a30764c447,family_b,test
531f4c44c053edf2,family_b,train
5349707c0dc9a9df,family_b,val
53747649011eb6db,family_a,test
53814b9b32990e65,family_a,train
53c205ec7a57b843,family_a,train
53c561e159e65ddc,family_b,train
5424243d6ed6c0f7,family_b,train
549db7c8f5364803,family_b,train
54a83400f8ccc87d,family_b,val
5547e1082802f54f,family_a,train
554baaec8e3a17f6,family_b,val
5582e9f60732c091,family_b,train
55e9e0c913ec32f8,family_a,val
56a8b6af40ea5282,family_a,train
56a94659b5df74ac,family_b,train
570e1ca681146200,family_a,test
57637aea496becb8,family_b,train
57e295cd89ae6271,family_a,train
57f73fe3bac5f799,family_b,train
5801088e5f9aa05a,family_b,train
5826a26a7df0ecc4,family_a,train
5857d82e838c5d3b,family_a,val
58a51ce1f848b11c,family_a,test
58b23e02f70b4ed9,family_b,train
58d1f817ebc4366b,family_a,train
5910012909b5290b,family_a,train
5940b221e93228c0,family_a,train
594dd7294731726b,family_a,train
5981d9d42b2b68d1,family_a,test
5a152cae824141fd,family_a,train
5a23f4dcc729f29d,family_a,val
5b1f7e853cc3404a,family_b,train
5b274f24e7fb6883,family_a,train
5b29764234395a60,family_b,train
5b849e9f541920c9,family_a,train
5b85cc00e67c8120,family_a,train
5ba6afa0997fd1de,family_a,val
5bc53c578a8fa7fc,family_a,train
5c59fbb7e23a5595,family_a,train
5cfe67dd7e9a83dd,family_b,train
5cfe777fdad8b374,family_b,train
5d26cc3060406bf3,family_b,test
5d45d4dc6a2a0807,family_a,train
5dc18d1c2fa3faf6,family_b,val
5e08c328579204b9,family_b,train
5e8520269c03e01b,family_a,train
5ec1b21866f32d0f,family_b,train
6029ba989e6d84d4,family_b,test
605d347ff0fe9224,family_b,train
6063d0067bcaf5f0,family_a,train
60ad394537259c8b,family_a,train
60bff87f63b27077,family_a,train
60eee9a258496d16,family_a,train
613a0058be05951b,family_a,val
617d248e80b5994a,family_a,test
61a787b842d9080c,family_b,train
62a08165a306a348,family_a,train
62aa98ce34d646fa,family_b,val
630b1e1a05c59f5a,family_a,val
63a2196ceb82c384,family_b,test
63adf767058e69be,family_a,train
63b84f1da44c704e,family_a,train
63e1d34ea97f463c,family_a,train
63f5d06eb8a1b129,family_a,train
6426a4c6a7ac1a16,family_a,train
64c4b6750c353df9,family_b,train
64d31cc151546eb1,family_b,train
64ec01e0706b4647,family_a,train
653b104d0cc8fdbd,family_a,test
65dddbf22424971a,family_a,train
65f741f2bae74efb,family_b,train
661bcfb37398da52,family_b,train
661f2808dffffce1,family_b,train
666eacb6bacb9975,family_a,train
6683d434bc0164d2,family_b,val
6717e6221e92610f,family_a,train
672328eb8c63f3a9,family_a,test
677039bcdf34f234,family_b,train
6776875afed1b065,family_b,test
67abc48eba36f89c,family_b,train
67c1a94acd01b52a,family_a,val
681ba52b015697ec,family_a,train
6902e7d25e90b636,family_b,train
696d5faa60add1c5,family_b,train
699cf1098fad224f,family_b,train
6ad71f0d0495fe53,family_b,train
6b210b4a72b81708,family_a,val
6b52590226b40394,family_b,val
6b9e7bedb3fcd330,family_a,train
6bddba036cad1ba5,family_b,val
6c5176c45a7365a6,family_b,val
6c520a8e6c030fdc,family_a,train
6cdfda890897eeed,family_b,test
6dc37b158cf5e469,family_b,train
6df4fa39c66549e3,family_a,train
6e0d32905b01ab44,family_a,train
6e3e39ba5e3fdac0,family_b,test
6e44a810e12683d9,family_a,train
6e79fc419d2cfbf4,family_b,train
6e96d324854a123b,family_b,train
6ecff36bc275bc82,family_a,train
6ed3c9d878a311fc,family_a,test
6f0cdef542e155ad,family_b,train
6f0ee68e7ba88fc9,family_a,train
6f2dbca16ca2ce96,family_b,train
6f80691ad3977c4b,family_b,val
6ffc83ae8191cf9e,family_b,test
704a824b9c2c4bed,family_b,train
707d1d3c0b6f45aa,family_b,train
709def9fa2238da0,family_b,train
70ba236dd7c55dcf,family_b,train
7127aaf42992a522,family_b,train
7131e4fb5336d74f,family_a,test
7158a0d829c7a68e,family_a,train
717e4596243b7f25,family_a,train
71f76a68e5245c6d,family_b,test
72476bf1bfd311d1,family_b,train
728f1967ce5041a0,family_b,test
729856d3f61d3ff6,family_a,train
72ca212bf3602f0e,family_a,train
73476d17358e3cdc,family_a,train
73c2f02f18871ebb,family_a,test
73d7ef6e5db00fd5,family_a,val
73e26a471241d2d2,family_b,train
74a640f26723986c,family_a,train
74b2c8921bb7ee73,family_b,train
74b585b7a5e7b18e,family_a,train
74ca7b9fe9229b81,family_a,train
7553757be990171b,family_b,train
75981be2a32ff7b4,family_b,train
75a9a45b441f482a,family_a,train
75cfc7b07fa864c2,family_a,train
7606def78c6d45c8,family_a,train
76a617a9065ad7c3,family_a,train
76ded6c7aa5f1faf,family_a,test
777bdaab229d7247,family_b,train
77bdddfac05b650a,family_b,train
77c656e4a82f5f74,family_b,train
77d32ebc0cb6ac2a,family_b,train
78107226c8b45bd0,family_b,val
7874ba9820366fa6,family_b,train
793095c76886ed8b,family_b,train
79412749b5e39d64,family_a,test
795d2a708b441373,family_a,train
79912f1884e858de,family_a,val
79b27bb3f1ea2a22,family_b,train
79b907ac53bdcb2a,family_a,train
79f25f99079b22a0,family_b,train
7a13483bf5d61f14,family_b,train
7a3e584e47b0220b,family_a,train
7b4800c6223902ba,family_b,train
7ceb91b72fb6b039,family_b,train
7cfdeb3c864b9b62,family_b,train
7e0088e39517c774,family_b,test
7e1acf1d7d81297f,family_b,train
7e3ca41050142120,family_b,val
7e5502560a1bcb6f,family_b,val
7e6f761a284f249d,family_b,train
7e8472b4b8cf5b17,family_a,train
7e964aaf91ffc224,family_a,train
7ea667b20a9bff6a,family_a,train
7ebc58e938798374,family_b,train
81255b288d006e18,family_b,train
812b0ab05c86821b,family_b,train
81ff0cdf0dc60b55,family_b,train
8225a7101e38f676,family_a,train
827c80354ac86b04,family_b,train
834300629cbcd66d,family_b,val
83bed433cef10b9f,family_a,train
84698aa20f14b1ba,family_a,val
84f907d491ab65a8,family_a,train
853efc73da01fb0d,family_a,train
859fc6ba182966fa,family_b,test
85b8a6eef47ddb63,family_b,test
85bbaf3e2b8d7dfb,family_b,train
85c3f5ddea643b6b,family_b,train
862afaad59bc34e0,family_b,val
8636d7e0ddcf7ebb,family_b,train
86b93b6b6c654614,family_a,train
8752d9fbfcd88477,family_a,train
8754d17bc10c36ac,family_a,train
879553f8764faea5,family_b,train
880606101752cf84,family_a,train
891d30fd22bf9142,family_b,val
89636f01a11dca22,family_b,train
89757edfbbb98761,family_b,train
898dfc1d1675fe4d,family_a,train
8a17dd1e62704840,family_b,train
8a577bf7b229ada5,family_a,train
8a70f1eefd2662c2,family_b,train
8ac775f5c07a5c77,family_a,train
8ae87a91129fd4b3,family_b,test
8b2ae79d113e4e4e,family_b,train
8b71f0846653556b,family_a,train
8b76ee3c3a00d059,family_a,train
8b8003ce6e600c84,family_b,train
8b8430a811fe64e8,family_a,train
8b98f7afa6cdf0cb,family_b,train
8b9be7772acec024,family_a,test
8bd962ad873ba868,family_a,train
8be3c3a18f44ece2,family_a,train
8bf36e809986b1d1,family_a,train
8bf4bb2e5343fa02,family_a,train
8bfd0616c614b547,family_b,val
8c04f68e0470763d,family_b,train
8c303721666e0dd0,family_b,train
8c4d847300f80bf2,family_b,train
8c5686093adaeb37,family_a,val
8c6a8fc3875492be,family_a,test
8ca725ae9c060798,family_a,train
8cbe87c63320a706,family_b,train
8cea59d5f1e53612,family_b,train
8d0917922bc9bdcc,family_b,train
8d1e3bf33ea76701,family_a,train
8d7d38d049783566,family_a,train
8dc62acce46af64d,family_b,train
8e189ae37334d05b,family_a,train
8e2ba193cfc352e3,family_a,test
8e9989f35e4a14b1,family_b,train
8ea1783b18254c61,family_b,train
8eb7609a3ed1a546,family_a,test
8f208929aed9d02d,family_b,test
8f3e29b2b93834cf,family_b,train
8f574d9285e4deeb,family_a,train
8f8f1de11c43c80e,family_b,train
8fb525aa38f6a91e,family_a,train
8fc0dd2adad5625e,family_a,val
8fc892f645551c62,family_a,val
91e5b6ab74667838,family_a,train
922512167c9f4166,family_b,train
923aa331f2c11a99,family_b,train
9261679d0356da80,family_b,train
9293e12d7ffb34ea,family_b,test
92a1915ac3712aea,family_a,train
92e020d72c5fb13f,family_b,train
92ea11d0b5cc46f0,family_a,val
93300e1ee9ff8477,family_a,val
93f03a7c8f281a28,family_a,train
93f61b99a0e64b0b,family_b,train
940b914f23a3beef,family_b,val
94b3883d7fca69e7,family_a,train
94b489f47f0e8cae,family_b,train
9505513efb58090e,family_b,test
953d52d9c69879c9,family_a,test
956e8cc0f398575e,family_a,train
96595548e7111944,family_a,train
968f1b113c06c2fd,family_a,test
96d641b07b3559e9,family_b,train
96e1881bbe580327,family_a,train
96e1f7b48a261416,family_b,test
96f1616b65bd3fc9,family_a,train
97123f290116c32c,family_b,train
9738c80d3f400a73,family_a,test
9764c161fa3637d9,family_b,train
97786d3604b207d9,family_a,train
978a9ec20950eeca,family_a,train
97964dc5c9aeab92,family_b,val
98b3d0b55c3f0e46,family_b,val
98fe1c42a8b43f39,family_b,val
991aceb8f7f1653f,family_b,test
992b0a66c96a8815,family_a,train
9998c3fe6e06f1de,family_a,val
99b0c78d45584909,family_b,train
99b12226be68b0de,family_b,test
99c104c375576130,family_a,train
99d86e12fc5ab026,family_a,train
9a0cf7b61adfac0b,family_a,val
9a4637a124d3fa5e,family_b,val
9a5e660b3485448d,family_b,train
9ac23f4ecbf4bb4e,family_b,train
9ae58cb061f01df7,family_b,train
9b07cfe58c0405c9,family_b,test
9b7477c9a87d7918,family_b,train
9b76787d5760ee0b,family_b,val
9b7cb758f8d0c264,family_a,test
9b87297b8df2bac3,family_a,train
9b991a6f81ddea41,family_b,train
9c5e82904ece0318,family_a,train
9c651061c6ddb30b,family_a,train
9c8bf4a30210020b,family_a,train
9dfd0d8c8f6b3d13,family_b,train
9ef2dc747e3a6ade,family_a,val
9f5f083f8183256c,family_b,train
9f69071a5858a160,family_a,train
9f6a0a76f06b38d6,family_a,val
a005e0f5afc48b41,family_b,train
a068abaaefd4ee22,family_b,train
a07838a6849ef38e,family_b,train
a07b0d93bf519f0c,family_b,train
a0d3fe0ee2570506,family_b,test
a0d40bcf6b771686,family_b,train
a1a671459504964f,family_a,test
a1bfc5fa0b87237c,family_a,train
a204620a3c09927d,family_b,test
a21ce2aca732dc39,family_b,train
a22f6849ab7c30c6,family_a,val
a24dcdcb22c3095b,family_a,train
a2711910967c7d89,family_a,train
a30f860eca93b64f,family_b,train
a33e20ceef3227d4,family_b,train
a340ddee24c0c143,family_a,train
a351446b42846b50,family_b,train
a38398482de45f62,family_b,val
a3d6a39e9f3c76c1,family_a,train
a3df20a2c7129494,family_b,val
a3f09aa40617dc39,family_a,train
a42e56846a6bdb27,family_a,train
a44a499e41590502,family_b,test
a461b88b9c30cdd2,family_a,train
a47016d093ba460e,family_b,train
a49bfab543fd8d59,family_a,test
a509dd7cd009ceee,family_b,train
a5396e7145761f3b,family_b,train
a57b7cf337e3d371,family_a,train
a5d483aabb677dbf,family_a,val
a5e01af274faa2a9,family_b,train
a616da14d1c99779,family_a,train
a624989dfadd4b88,family_a,train
a664c9ffd24e8ad2,family_b,train
a68e8c945f508744,family_b,train
a6a3f4c6e5f4bf51,family_a,train
a6c009632dc8c9f8,family_b,train
a6eaa03650eaee87,family_b,train
a74f563ae6ed4381,family_a,train
a75be279591de363,family_b,train
a7953c0b8009e1a3,family_b,train
a7d55375c6e8e526,family_a,test
a819a26ca5c113af,family_a,train
a82189a1cbb90806,family_b,train
a87590b6707c7add,family_b,train
a8b3e17e5b53d13d,family_a,val
a8d8bdbfe2398aae,family_b,test
a8e517a6ee76989f,family_b,test
a8f44ddceed8312e,family_b,train
a90a7aeb614c6aea,family_b,train
a939247c2d175192,family_b,train
a9eab3b45ec0d472,family_a,train
a9f8def11b629cab,family_b,val
aa269e8a557e9052,family_a,test
aa4305967a0ecc36,family_b,train
aa64c3c91af3420e,family_b,train
aa7b53bbc1fdb516,family_a,train
ab9e653da8b48624,family_b,train
abd413f6892474d0,family_b,train
ac2940155409f4b3,family_a,train
ac6633fca4a3a313,family_a,val
acb85a77063ca149,family_a,train
acdfffc106fc8b64,family_a,train
ad742b97bfa2d81d,family_a,test
ae21fcd3efe70656,family_b,train
ae2b883fb07fdd54,family_b,val
ae5c3120cf095a07,family_b,train
ae6ad237e28b1b29,family_a,train
ae814199b9555402,family_a,val
aebe033d64a2771e,family_a,val
af295b2b27bb6d37,family_a,train
af7a662fb6c66b6c,family_a,train
afd34e0cccd4c2fa,family_a,val
b00afc7f30435151,family_a,val
b03f8cdede0c6e45,family_a,val
b076cf5bdfa699c8,family_b,val
b0a8483b4f5317f2,family_a,val
b0c2ca5c2b4ea50e,family_a,train
b0c76bc69831028b,family_a,train
b0e40d91b1f5c7bd,family_a,train
b11a5d50b8209eab,family_b,train
b141946948f7868c,family_b,train
b14780eb0cb0e227,family_a,train
b1c9964599c3b75c,family_a,test
b1d4e2e9700700aa,family_a,train
b1dfca49e3d0c961,family_a,train
b217ce464251e40a,family_b,test
b29333785baaec21,family_b,train
b31b27a8bfb99ded,family_a,test
b33615c34f017e7d,family_a,train
b3aca4d553529307,family_b,train
b3f4d6651ad714f0,family_a,test
b4b5622841f5a06a,family_b,val
b50d80c3307ea365,family_a,train
b53b9eeb4ae16ff5,family_a,test
b563e25d4ab4256b,family_a,train
b5788fff79b85c2b,family_a,test
b586dde9c11e3bb4,family_a,train
b59a543d2e92d94f,family_b,test
b61fceb8ccc29b35,family_a,test
b657960523e575b4,family_a,val
b74673f450980364,family_b,test
b765317040ba9f3c,family_a,test
b7b144075aaed857,family_b,train
b7b44a066e02123c,family_b,test
b7cf26672bca7fc2,family_b,train
b7e0dc9d4e7f55d8,family_a,train
b805b47a8fbec77a,family_a,train
b82f0803d0c33918,family_a,train
b890f43d8f3b5a50,family_a,train
b89196c9a03e9c21,family_a,test
b899bd67ed2f5ee4,family_a,train
b8d541f660353ae1,family_b,val
b9278446ff2169fa,family_b,train
b932f4fab87f6820,family_b,test
b955d6d4fd96546c,family_a,train
b95c6aaa82b5cd54,family_a,train
b990ec6fcbacd782,family_b,train
b9b3be1623f41c18,family_b,val
ba21194bc8d2e166,family_a,train
ba39eefa2ac6e26b,family_b,train
bacdc5cb16d5b1f1,family_a,test
bb1acac0c0a00206,family_a,train
bb33deb2ef070683,family_b,train
bb61124c84e1ce21,family_b,train
bc05ec8d6c7b7a4e,family_b,train
bc2f0aaadf2d9ebb,family_b,train
bc5be7e554e4c4fb,family_a,train
bc9114ad1f97e411,family_b,train
bd22d74df027f345,family_a,train
bd584787a9fba13a,family_b,train
bd944f9a42dab105,family_a,train
bda7ee32c3df81f7,family_a,val
bdbdfd479fb35ff1,family_a,test
be3a3fbcc2ae9646,family_a,val
be625815cb2b3b0d,family_b,train
be7888afac4ee2cc,family_a,train
bea74caf1d6d0ecb,family_b,train
c00d64964fdb2d01,family_b,train
c05db305972dc2c6,family_b,test
c1a7dc354235a2f8,family_b,val
c1b2b44a5ba746ca,family_b,train
c1b5447ba8c9604e,family_a,train
c1ca4cef80147f6e,family_b,train
c1dba83e28a713d3,family_b,train
c23e224909122c05,family_a,train
c2ed22f93a14dbe2,family_b,train
c2f8f32c395a6232,family_b,train
c37d9bd09038d644,family_b,test
c3b7fe795379f1b2,family_b,train
c3ca4e0a4dab2974,family_a,test
c3f20b2f0058332e,family_b,train
c3f2860741bc5817,family_b,train
c42b17192c95156b,family_a,train
c4cdba4da1c3ab02,family_a,test
c50541c43f470bc4,family_b,train
c5249ae5c704bb69,family_a,test
c5e386ab33f45784,family_a,train
c5f62edef5861b36,family_b,val
c62de1fee7134007,family_b,train
c6c2e84243c492ad,family_a,train
c6d8598d982133f1,family_b,train
c71229fb846bb032,family_a,train
c72132d4ec220829,family_b,val
c76772b84e044e73,family_b,train
c78ba7e1ca6ab214,family_a,val
c7e4715fe9b8a090,family_b,train
c859cb994efd477b,family_a,train
c8675cde2fd3991d,family_b,train
c87e104f655cbcb7,family_a,val
c8f1cad7ebd88867,family_b,train
c9342833503fa8f2,family_b,train
c9600319b3c5e5f3,family_b,test
c9a61c2f818c6146,family_b,train
c9cc095cf0ed03e9,family_a,train
c9e519968665af42,family_b,train
ca000efdcc4ede36,family_a,train
ca0c164c625ec106,family_b,val
ca57033497f8b27d,family_a,train
ca78a480c2623eb2,family_b,train
cb15e933f65e8ffb,family_a,train
cb3c258f92d6ac6b,family_a,test
cb8beb0ceb5bcaab,family_a,val
cba42185eec984d1,family_a,train
cbcbe56166b4348f,family_a,test
cbf2048d49166e88,family_a,train
cbf898ebc55e9613,family_a,test
ccb0d8aaa94f737d,family_a,val
cd87dba657f9cdae,family_a,train
cd9f1b94d628c65c,family_b,val
cdc578633442132a,family_b,train
cddc564199084d55,family_a,train
ce1090715282b7f6,family_b,train
ce201ce82f4885c8,family_b,train
ce38feae14571374,family_a,train
cea834248c1e28e3,family_a,train
ceaa106a641b8137,family_b,val
cf09861146302887,family_b,train
cf39b3483195455a,family_b,train
cf736b80325bf74a,family_b,train
cf7a0c131b1e1f18,family_b,val
cf7ba76d4db5c136,family_a,train
cf96514ac17bc4ec,family_a,train
