id,record_id,document_family,tamper_type,final_label,target,cnn_probability,cnn_prediction,m3_probability,m3_calibrated_probability,oof_fold,image_path
family_a_000136_format_invalid,8b8430a811fe64e8,0.0,format_invalid,forged,1,0.00011102128337370232,0,0.992128,0.995184,4,images/family_a/family_a_000136_format_invalid.png
family_a_000137_field_missing,8b8430a811fe64e8,0.0,field_missing,forged,1,4.7979498049244285e-05,0,0.99023,0.994995,4,images/family_a/family_a_000137_field_missing.png
family_a_000138_fine_grained_edit,8b8430a811fe64e8,0.0,fine_grained_edit,forged,1,0.011138943955302238,0,0.911977,0.99291,4,images/family_a/family_a_000138_fine_grained_edit.png
family_a_000139_coordinated_full_forgery,8b8430a811fe64e8,0.0,coordinated_full_forgery,forged,1,0.007065062411129475,0,0.242431,0.754239,4,images/family_a/family_a_000139_coordinated_full_forgery.png
family_a_000140_visual_splice,8b8430a811fe64e8,0.0,visual_splice,forged,1,0.9999814033508301,1,0.996329,0.995073,4,images/family_a/family_a_000140_visual_splice.png
family_a_000141_visual_splice,8b8430a811fe64e8,0.0,visual_splice,forged,1,0.9999501705169678,1,0.242431,0.754239,4,images/family_a/family_a_000141_visual_splice.png
family_a_000142_visual_splice,8b8430a811fe64e8,0.0,visual_splice,forged,1,0.9999692440032959,1,0.887103,0.991476,4,images/family_a/family_a_000142_visual_splice.png
family_a_000143_genuine,8752d9fbfcd88477,0.0,genuine,genuine,0,0.1790398210287094,0,0.242431,0.754239,4,images/family_a/family_a_000143_genuine.png
family_a_000144_text_qr_mismatch,8752d9fbfcd88477,0.0,text_qr_mismatch,forged,1,0.017791492864489555,0,0.98952,0.994604,4,images/family_a/family_a_000144_text_qr_mismatch.png
family_a_000145_qr_only_mismatch,8752d9fbfcd88477,0.0,qr_only_mismatch,forged,1,0.013881437480449677,0,0.970044,0.994919,4,images/family_a/family_a_000145_qr_only_mismatch.png
family_a_000146_checksum_invalid,8752d9fbfcd88477,0.0,checksum_invalid,forged,1,0.02363007701933384,0,0.998487,0.995253,4,images/family_a/family_a_000146_checksum_invalid.png
family_a_000147_format_invalid,8752d9fbfcd88477,0.0,format_invalid,forged,1,0.0001483570085838437,0,0.999657,0.995223,4,images/family_a/family_a_000147_format_invalid.png
family_a_000148_field_missing,8752d9fbfcd88477,0.0,field_missing,forged,1,5.078380127088167e-05,0,0.991713,0.995107,4,images/family_a/family_a_000148_field_missing.png
family_a_000149_fine_grained_edit,8752d9fbfcd88477,0.0,fine_grained_edit,forged,1,0.0033891629427671432,0,0.8622,0.990685,4,images/family_a/family_a_000149_fine_grained_edit.png
family_a_000150_coordinated_full_forgery,8752d9fbfcd88477,0.0,coordinated_full_forgery,forged,1,0.019511163234710693,0,0.242431,0.754239,4,images/family_a/family_a_000150_coordinated_full_forgery.png
family_a_000151_visual_splice,8752d9fbfcd88477,0.0,visual_splice,forged,1,0.9996892213821411,1,0.242431,0.754239,4,images/family_a/family_a_000151_visual_splice.png
family_a_000152_visual_splice,8752d9fbfcd88477,0.0,visual_splice,forged,1,0.9999911785125732,1,0.999735,0.995247,4,images/family_a/family_a_000152_visual_splice.png
family_a_000153_visual_splice,8752d9fbfcd88477,0.0,visual_splice,forged,1,0.9996681213378906,1,0.242431,0.754239,4,images/family_a/family_a_000153_visual_splice.png
family_a_000154_genuine,b14780eb0cb0e227,0.0,genuine,genuine,0,0.0029523519333451986,0,0.242431,0.754239,1,images/family_a/family_a_000154_genuine.png
family_a_000155_text_qr_mismatch,b14780eb0cb0e227,0.0,text_qr_mismatch,forged,1,0.0006098126759752631,0,0.95527,0.994138,1,images/family_a/family_a_000155_text_qr_mismatch.png
family_a_000156_qr_only_mismatch,b14780eb0cb0e227,0.0,qr_only_mismatch,forged,1,0.0016972972080111504,0,0.999735,0.995247,1,images/family_a/family_a_000156_qr_only_mismatch.png
family_a_000157_checksum_invalid,b14780eb0cb0e227,0.0,checksum_invalid,forged,1,0.0012490922817960382,0,0.998487,0.995253,1,images/family_a/family_a_000157_checksum_invalid.png
family_a_000158_format_invalid,b14780eb0cb0e227,0.0,format_invalid,forged,1,0.00011841871310025454,0,0.992128,0.995184,1,images/family_a/family_a_000158_format_invalid.png
family_a_000159_field_missing,b14780eb0cb0e227,0.0,field_missing,forged,1,3.535061841830611e-05,0,0.99023,0.994995,1,images/family_a/family_a_000159_field_missing.png
family_a_000160_fine_grained_edit,b14780eb0cb0e227,0.0,fine_grained_edit,forged,1,0.004717077128589153,0,0.967758,0.994781,1,images/family_a/family_a_000160_fine_grained_edit.png
family_a_000161_coordinated_full_forgery,b14780eb0cb0e227,0.0,coordinated_full_forgery,forged,1,0.0033451044000685215,0,0.242431,0.754239,1,images/family_a/family_a_000161_coordinated_full_forgery.png
family_a_000162_visual_splice,b14780eb0cb0e227,0.0,visual_splice,forged,1,0.9998266100883484,1,0.242431,0.754239,1,images/family_a/family_a_000162_visual_splice.png
family_a_000163_visual_splice,b14780eb0cb0e227,0.0,visual_splice,forged,1,0.9999465942382812,1,0.999735,0.995247,1,images/family_a/family_a_000163_visual_splice.png
family_a_000164_visual_splice,b14780eb0cb0e227,0.0,visual_splice,forged,1,0.9998499155044556,1,0.970044,0.994919,1,images/family_a/family_a_000164_visual_splice.png
family_a_000165_genuine,a3f09aa40617dc39,0.0,genuine,genuine,0,0.0017303547356277704,0,0.242431,0.754239,1,images/family_a/family_a_000165_genuine.png
family_a_000166_text_qr_mismatch,a3f09aa40617dc39,0.0,text_qr_mismatch,forged,1,0.002114740200340748,0,0.98952,0.994604,1,images/family_a/family_a_000166_text_qr_mismatch.png
family_a_000167_qr_only_mismatch,a3f09aa40617dc39,0.0,qr_only_mismatch,forged,1,0.0034070650581270456,0,0.999735,0.995247,1,images/family_a/family_a_000167_qr_only_mismatch.png
family_a_000168_checksum_invalid,a3f09aa40617dc39,0.0,checksum_invalid,forged,1,0.0010979394428431988,0,0.998487,0.995253,1,images/family_a/family_a_000168_checksum_invalid.png
family_a_000169_format_invalid,a3f09aa40617dc39,0.0,format_invalid,forged,1,8.613919635536149e-05,0,0.999657,0.995223,1,images/family_a/family_a_000169_format_invalid.png
family_a_000170_field_missing,a3f09aa40617dc39,0.0,field_missing,forged,1,0.00033401386463083327,0,0.986605,0.995082,1,images/family_a/family_a_000170_field_missing.png
family_a_000171_fine_grained_edit,a3f09aa40617dc39,0.0,fine_grained_edit,forged,1,0.0004484532109927386,0,0.98952,0.994604,1,images/family_a/family_a_000171_fine_grained_edit.png
family_a_000172_coordinated_full_forgery,a3f09aa40617dc39,0.0,coordinated_full_forgery,forged,1,6.94872360327281e-05,0,0.242431,0.754239,1,images/family_a/family_a_000172_coordinated_full_forgery.png
family_a_000173_visual_splice,a3f09aa40617dc39,0.0,visual_splice,forged,1,0.9998908042907715,1,0.98952,0.994596,1,images/family_a/family_a_000173_visual_splice.png
family_a_000174_visual_splice,a3f09aa40617dc39,0.0,visual_splice,forged,1,0.9999202489852905,1,0.242431,0.754239,1,images/family_a/family_a_000174_visual_splice.png
family_a_000175_visual_splice,a3f09aa40617dc39,0.0,visual_splice,forged,1,0.9998897314071655,1,0.242431,0.754239,1,images/family_a/family_a_000175_visual_splice.png
family_a_000176_genuine,b50d80c3307ea365,0.0,genuine,genuine,0,0.010303694754838943,0,0.242431,0.754239,3,images/family_a/family_a_000176_genuine.png
family_a_000177_text_qr_mismatch,b50d80c3307ea365,0.0,text_qr_mismatch,forged,1,0.002370444592088461,0,0.98952,0.994604,3,images/family_a/family_a_000177_text_qr_mismatch.png
family_a_000178_qr_only_mismatch,b50d80c3307ea365,0.0,qr_only_mismatch,forged,1,0.009794307872653008,0,0.95527,0.994138,3,images/family_a/family_a_000178_qr_only_mismatch.png
family_a_000179_checksum_invalid,b50d80c3307ea365,0.0,checksum_invalid,forged,1,0.005645164754241705,0,0.998487,0.995253,3,images/family_a/family_a_000179_checksum_invalid.png
family_a_000180_format_invalid,b50d80c3307ea365,0.0,format_invalid,forged,1,0.0006138517637737095,0,0.999657,0.995223,3,images/family_a/family_a_000180_format_invalid.png
family_a_000181_field_missing,b50d80c3307ea365,0.0,field_missing,forged,1,0.0010109276045113802,0,0.889257,0.991373,3,images/family_a/family_a_000181_field_missing.png
family_a_000182_fine_grained_edit,b50d80c3307ea365,0.0,fine_grained_edit,forged,1,0.027778074145317078,0,0.911977,0.99291,3,images/family_a/family_a_000182_fine_grained_edit.png
family_a_000183_coordinated_full_forgery,b50d80c3307ea365,0.0,coordinated_full_forgery,forged,1,0.02734662964940071,0,0.242431,0.754239,3,images/family_a/family_a_000183_coordinated_full_forgery.png
family_a_000184_visual_splice,b50d80c3307ea365,0.0,visual_splice,forged,1,0.998969316482544,1,0.242431,0.754239,3,images/family_a/family_a_000184_visual_splice.png
family_a_000185_visual_splice,b50d80c3307ea365,0.0,visual_splice,forged,1,0.9994378685951233,1,0.242431,0.754239,3,images/family_a/family_a_000185_visual_splice.png
family_a_000186_visual_splice,b50d80c3307ea365,0.0,visual_splice,forged,1,0.9998735189437866,1,0.242431,0.754239,3,images/family_a/family_a_000186_visual_splice.png
family_a_000198_genuine,d48404bd5ded91ec,0.0,genuine,genuine,0,0.02049301378428936,0,0.403446,0.884797,0,images/family_a/family_a_000198_genuine.png
family_a_000199_text_qr_mismatch,d48404bd5ded91ec,0.0,text_qr_mismatch,forged,1,0.07670661062002182,0,0.403446,0.884797,0,images/family_a/family_a_000199_text_qr_mismatch.png
family_a_000200_qr_only_mismatch,d48404bd5ded91ec,0.0,qr_only_mismatch,forged,1,0.025171462446451187,0,0.95527,0.994138,0,images/family_a/family_a_000200_qr_only_mismatch.png
family_a_000201_checksum_invalid,d48404bd5ded91ec,0.0,checksum_invalid,forged,1,0.011947440914809704,0,0.983193,0.994724,0,images/family_a/family_a_000201_checksum_invalid.png
family_a_000202_format_invalid,d48404bd5ded91ec,0.0,format_invalid,forged,1,0.00039622074109502137,0,0.973224,0.994385,0,images/family_a/family_a_000202_format_invalid.png
family_a_000203_field_missing,d48404bd5ded91ec,0.0,field_missing,forged,1,0.00014032174658495933,0,0.989479,0.995027,0,images/family_a/family_a_000203_field_missing.png
family_a_000204_fine_grained_edit,d48404bd5ded91ec,0.0,fine_grained_edit,forged,1,0.16313408315181732,0,0.403446,0.884797,0,images/family_a/family_a_000204_fine_grained_edit.png
family_a_000205_coordinated_full_forgery,d48404bd5ded91ec,0.0,coordinated_full_forgery,forged,1,0.010210128501057625,0,0.242431,0.754239,0,images/family_a/family_a_000205_coordinated_full_forgery.png
family_a_000206_visual_splice,d48404bd5ded91ec,0.0,visual_splice,forged,1,0.9999809265136719,1,0.989479,0.995027,0,images/family_a/family_a_000206_visual_splice.png
family_a_000207_visual_splice,d48404bd5ded91ec,0.0,visual_splice,forged,1,0.9999138116836548,1,0.403446,0.884797,0,images/family_a/family_a_000207_visual_splice.png
family_a_000208_visual_splice,d48404bd5ded91ec,0.0,visual_splice,forged,1,0.9997950196266174,1,0.403446,0.884797,0,images/family_a/family_a_000208_visual_splice.png
family_a_000242_genuine,c6c2e84243c492ad,0.0,genuine,genuine,0,0.5342794060707092,1,0.242431,0.754239,4,images/family_a/family_a_000242_genuine.png
family_a_000243_text_qr_mismatch,c6c2e84243c492ad,0.0,text_qr_mismatch,forged,1,0.3703862130641937,0,0.95527,0.994138,4,images/family_a/family_a_000243_text_qr_mismatch.png
family_a_000244_qr_only_mismatch,c6c2e84243c492ad,0.0,qr_only_mismatch,forged,1,0.5546376705169678,1,0.999735,0.995247,4,images/family_a/family_a_000244_qr_only_mismatch.png
family_a_000245_checksum_invalid,c6c2e84243c492ad,0.0,checksum_invalid,forged,1,0.7248325943946838,1,0.998487,0.995253,4,images/family_a/family_a_000245_checksum_invalid.png
family_a_000246_format_invalid,c6c2e84243c492ad,0.0,format_invalid,forged,1,0.010703498497605324,0,0.992128,0.995184,4,images/family_a/family_a_000246_format_invalid.png
family_a_000247_field_missing,c6c2e84243c492ad,0.0,field_missing,forged,1,0.004260730464011431,0,0.99023,0.994995,4,images/family_a/family_a_000247_field_missing.png
family_a_000248_fine_grained_edit,c6c2e84243c492ad,0.0,fine_grained_edit,forged,1,0.6653844118118286,1,0.8622,0.990685,4,images/family_a/family_a_000248_fine_grained_edit.png
family_a_000249_coordinated_full_forgery,c6c2e84243c492ad,0.0,coordinated_full_forgery,forged,1,0.012750600464642048,0,0.242431,0.754239,4,images/family_a/family_a_000249_coordinated_full_forgery.png
family_a_000250_visual_splice,c6c2e84243c492ad,0.0,visual_splice,forged,1,0.9999610185623169,1,0.242431,0.754239,4,images/family_a/family_a_000250_visual_splice.png
family_a_000251_visual_splice,c6c2e84243c492ad,0.0,visual_splice,forged,1,0.6877797842025757,1,0.242431,0.754239,4,images/family_a/family_a_000251_visual_splice.png
family_a_000252_visual_splice,c6c2e84243c492ad,0.0,visual_splice,forged,1,0.9999977350234985,1,0.242431,0.754239,4,images/family_a/family_a_000252_visual_splice.png
family_a_000253_genuine,fe1f43994c8d068b,0.0,genuine,genuine,0,0.2896399199962616,0,0.242431,0.754239,3,images/family_a/family_a_000253_genuine.png
family_a_000254_text_qr_mismatch,fe1f43994c8d068b,0.0,text_qr_mismatch,forged,1,0.0022135062608867884,0,0.999735,0.995247,3,images/family_a/family_a_000254_text_qr_mismatch.png
family_a_000255_qr_only_mismatch,fe1f43994c8d068b,0.0,qr_only_mismatch,forged,1,0.348056823015213,0,0.98952,0.994604,3,images/family_a/family_a_000255_qr_only_mismatch.png
family_a_000256_checksum_invalid,fe1f43994c8d068b,0.0,checksum_invalid,forged,1,0.2794205844402313,0,0.998487,0.995253,3,images/family_a/family_a_000256_checksum_invalid.png
family_a_000257_format_invalid,fe1f43994c8d068b,0.0,format_invalid,forged,1,0.028009524568915367,0,0.999657,0.995223,3,images/family_a/family_a_000257_format_invalid.png
family_a_000258_field_missing,fe1f43994c8d068b,0.0,field_missing,forged,1,0.0005620985175482929,0,0.99023,0.994995,3,images/family_a/family_a_000258_field_missing.png
family_a_000259_fine_grained_edit,fe1f43994c8d068b,0.0,fine_grained_edit,forged,1,0.04874603822827339,0,0.98952,0.994604,3,images/family_a/family_a_000259_fine_grained_edit.png
family_a_000260_coordinated_full_forgery,fe1f43994c8d068b,0.0,coordinated_full_forgery,forged,1,0.12312358617782593,0,0.242431,0.754239,3,images/family_a/family_a_000260_coordinated_full_forgery.png
family_a_000261_visual_splice,fe1f43994c8d068b,0.0,visual_splice,forged,1,0.9137182831764221,1,0.242431,0.754239,3,images/family_a/family_a_000261_visual_splice.png
family_a_000262_visual_splice,fe1f43994c8d068b,0.0,visual_splice,forged,1,0.9999979734420776,1,0.999735,0.995247,3,images/family_a/family_a_000262_visual_splice.png
family_a_000263_visual_splice,fe1f43994c8d068b,0.0,visual_splice,forged,1,0.9999579191207886,1,0.242431,0.754239,3,images/family_a/family_a_000263_visual_splice.png
family_a_000264_genuine,a624989dfadd4b88,0.0,genuine,genuine,0,0.2317802608013153,0,0.242431,0.754239,3,images/family_a/family_a_000264_genuine.png
family_a_000265_text_qr_mismatch,a624989dfadd4b88,0.0,text_qr_mismatch,forged,1,0.08779364079236984,0,0.95527,0.994138,3,images/family_a/family_a_000265_text_qr_mismatch.png
family_a_000266_qr_only_mismatch,a624989dfadd4b88,0.0,qr_only_mismatch,forged,1,0.10905621200799942,0,0.970044,0.994919,3,images/family_a/family_a_000266_qr_only_mismatch.png
