id,record_id,document_family,split,tamper_type,final_label,forensic_reg_lap_std_mean,forensic_reg_lap_std_dispersion,forensic_reg_lap_std_cv,forensic_reg_lap_std_max_z,forensic_reg_grad_mag_mean,forensic_reg_grad_mag_dispersion,forensic_reg_grad_mag_cv,forensic_reg_grad_mag_max_z,forensic_reg_edge_density_mean,forensic_reg_edge_density_dispersion,forensic_reg_edge_density_max_z,forensic_reg_entropy_mean,forensic_reg_entropy_dispersion,forensic_reg_qr_vs_body_grad_ratio,forensic_reg_qr_vs_body_lap_ratio,forensic_reg_anomalous_regions_count
family_a_000044_genuine,a616da14d1c99779,family_a,train,genuine,0,54.57364385400292,32.18140783881404,0.589687616022682,1.628290523641018,83.32976776190843,75.67381222732878,0.9081244935459396,1.6745091860998909,0.0450210336538461,0.0346044888198433,1.5969204595644526,2.069617439606298,1.1986007561098944,3.3637509654871827,2.0309761826727852,3.0
family_a_000045_text_qr_mismatch,a616da14d1c99779,family_a,train,text_qr_mismatch,1,49.73732084663864,27.11224421913498,0.5451085484006685,1.6308139532655572,89.83391865005056,71.57456232400399,0.7967430947256441,1.6701632691912227,0.0455550404456654,0.0349551910314885,1.603650431391097,4.500277891964937,0.8197410235989302,3.0680461057504993,1.9869128203510271,3.0
family_a_000046_qr_only_mismatch,a616da14d1c99779,family_a,train,qr_only_mismatch,1,67.48238978903927,40.8444591626253,0.6052609167769905,1.6358047175053163,86.24438059749833,79.1413895228944,0.917641008007656,1.675242767595288,0.0443688186813186,0.0340508623497922,1.5974622916079848,0.8826199650337299,0.5889683007446324,3.368969684347382,2.0944911947576044,3.0
family_a_000047_checksum_invalid,a616da14d1c99779,family_a,train,checksum_invalid,1,54.95973078818844,30.605031894840614,0.55686274090685,1.6285270100505256,90.6511904534812,72.39105647317652,0.7985669920645442,1.6681464597350242,0.0452282509157509,0.0348723951195004,1.598338983042585,4.356841203750494,0.7648036879881822,3.0176858744488446,1.991090448216802,3.0
family_a_000048_format_invalid,a616da14d1c99779,family_a,train,format_invalid,1,66.66143454732175,38.603290155836355,0.5790947138631624,1.6272534191401935,91.68608414842171,74.37307236023565,0.811170691161086,1.6660971027818638,0.0449829822954822,0.0347710256469855,1.600351281739248,3.839511739965103,0.6664304178881452,2.9917654310746267,2.010252146921103,3.0
family_a_000049_field_missing,a616da14d1c99779,family_a,train,field_missing,1,65.79262423485099,39.60345441787008,0.601943589559023,1.6382267837601403,84.2328204453284,77.13191077121088,0.9156989069870282,1.6772074729828317,0.0443990384615384,0.0347185672098731,1.6095849923284162,1.6212143871410116,0.857135706478255,3.4545278453842667,2.0948903587358823,3.0
family_a_000050_fine_grained_edit,a616da14d1c99779,family_a,train,fine_grained_edit,1,61.6110383991051,36.50981975190639,0.5925855946388456,1.6289053206622983,84.15192123724096,76.24564162273734,0.9060474370788446,1.6727492764363796,0.0439424698565323,0.0331329883499951,1.586619388871528,1.2771441856705872,0.732139657454318,3.3133282858948245,2.0400014051536135,3.0
family_a_000051_coordinated_full_forgery,a616da14d1c99779,family_a,train,coordinated_full_forgery,1,53.33434901395261,32.816077457668065,0.6152896193818166,1.6366068854882925,89.90859656384424,76.55717643885568,0.8514999771962021,1.6744062852198591,0.0444656879578754,0.0372209893884477,1.615519981289636,4.457137958793322,0.7870266331148111,3.498121367575138,2.2140647355931904,3.0
family_a_000052_visual_splice,a616da14d1c99779,family_a,train,visual_splice,1,36.696197727145766,18.89868388074641,0.5150037306652328,1.599282741676168,88.29250174285771,70.85200580512577,0.8024690249097737,1.6715453177465946,0.0460754922161172,0.035249688450038,1.6002554266420894,4.445571025798744,0.8421619098747178,3.1394377554332356,1.8304283889567363,3.0
family_a_000053_visual_splice,a616da14d1c99779,family_a,train,visual_splice,1,66.34932006207391,39.708101853641814,0.5984702756831519,1.630755400108003,84.99802281924158,76.78138159883083,0.9033312778204592,1.6708991103360304,0.0450563472985348,0.0344688264174472,1.5926844531145452,1.5276778960186754,0.8115500560642253,3.2638115252868993,2.0520232857766527,3.0
family_a_000054_visual_splice,a616da14d1c99779,family_a,train,visual_splice,1,48.67728604256583,24.53132906861572,0.5039583350555116,1.6141972554098305,92.91601861780396,70.74617752425219,0.7613990672724067,1.663127680698391,0.0469023962148962,0.0368301117976407,1.6147207424544834,4.686610217858897,0.7654998146817172,2.9162131226592596,1.859805541330105,3.0
family_a_000055_genuine,0e2e14708d5d3184,family_a,train,genuine,0,65.05087174252391,41.05031200121459,0.6310492786814895,1.6344484868113296,92.18519269819184,78.44054492144657,0.8509016916549573,1.6733594215677792,0.0439748359279609,0.0370675088751714,1.6196595637532345,4.043086753324314,0.6359557647002059,3.460741315010891,2.2553485457664526,3.0
family_a_000056_text_qr_mismatch,0e2e14708d5d3184,family_a,train,text_qr_mismatch,1,42.319075392786814,25.746168465135742,0.6083819682342216,1.6081230715420551,86.74794812069153,76.52661048289791,0.8821718936188357,1.675473513770342,0.0457963503510378,0.0392880538280383,1.6309846524538332,4.173987304963536,0.8940305720000714,3.6625625786390694,2.036971432649089,3.0
family_a_000057_qr_only_mismatch,0e2e14708d5d3184,family_a,train,qr_only_mismatch,1,63.2698799235807,40.08453868309893,0.6335484182367671,1.628964635213992,88.28458382493253,76.33706802339528,0.8646703203366481,1.6723076767969125,0.043057396596459,0.0356999832013265,1.6115314815259223,3.884146526698605,0.6739885949164829,3.4848190914670103,2.22026039100894,3.0
family_a_000058_checksum_invalid,0e2e14708d5d3184,family_a,train,checksum_invalid,1,54.551804835510985,36.464469892490875,0.66843733801417,1.635516655029417,81.43632884798866,80.60473806716104,0.989788332916342,1.6835574036509782,0.0438460584554334,0.0367660656563668,1.6170145595159209,1.9048484086204711,1.1445781922821856,4.130224399409955,2.306708043322732,3.0
family_a_000059_format_invalid,0e2e14708d5d3184,family_a,train,format_invalid,1,63.55016596124958,42.75482483516074,0.6727727215300074,1.636475132499926,82.80893181577314,81.65595628669116,0.9860765576301284,1.682095864258092,0.0438236893315018,0.0368642817625201,1.618694997635762,1.5173821888440415,0.8326988393291568,4.031274924908591,2.3182197979170267,3.0
family_a_000060_field_missing,0e2e14708d5d3184,family_a,train,field_missing,1,55.87170109606309,37.826328070984026,0.6770211137072083,1.6464591610971362,80.87166946316565,81.13209452062246,1.0032201020083356,1.6871686293330466,0.0423923611111111,0.0353139229700155,1.6142692157089789,1.2397867409279395,0.7275985521759852,4.373428298350289,2.408672255091562,3.0
family_a_000061_fine_grained_edit,0e2e14708d5d3184,family_a,train,fine_grained_edit,1,64.00432305446027,42.88966620353265,0.6701056656123345,1.636205143280417,82.62977922068771,81.49414888364466,0.9862562842317074,1.682117233522943,0.0427149343711843,0.0352312660490379,1.608902134492017,0.8495544320536369,0.5733682833902484,4.026970241530814,2.3254914007199217,3.0
family_a_000062_coordinated_full_forgery,0e2e14708d5d3184,family_a,train,coordinated_full_forgery,1,53.36369613309928,34.41646033501836,0.6449413436386356,1.6235987511076726,78.00538134413914,74.8342124786353,0.9593466706485267,1.675632016282033,0.0421100713522588,0.0339300945480003,1.5957459941953307,1.9330099020485547,1.1626012580523934,3.863566331950628,2.2167161069955883,3.0
family_a_000063_visual_splice,0e2e14708d5d3184,family_a,train,visual_splice,1,63.830379312906175,42.91628478096647,0.6723487862589147,1.6392433899164685,82.39432965430265,81.5762255514123,0.9900707487149862,1.683311049202285,0.0427072077228327,0.0352331201858548,1.6090367288084169,0.869160566189097,0.6020793378764439,4.097703233159884,2.3538756373111913,3.0
family_a_000064_visual_splice,0e2e14708d5d3184,family_a,train,visual_splice,1,42.07574331428866,27.542043094714945,0.6545822932506319,1.5885418250123402,80.7406577268385,79.18401614037295,0.9807203528247744,1.6812699575255077,0.0458541475885225,0.0393976267749895,1.6320318798275364,1.7294206550430025,1.0620885660400703,4.130441322627078,2.1036547444943197,3.0
family_a_000065_visual_splice,0e2e14708d5d3184,family_a,train,visual_splice,1,58.85517306919793,39.7651762209276,0.6756444232647174,1.6404401397737502,82.0620030315612,81.06150556981704,0.9878079098381444,1.682760620768792,0.0439368990384615,0.0368362155638842,1.6168554846603362,1.7867392552505574,1.0594252005943874,4.06395555600432,2.3395402262800107,3.0
family_a_000066_genuine,47687617a01f11ae,family_a,train,genuine,0,63.39874158659391,39.52807914149291,0.6234835568883881,1.631771148682175,89.18974732400105,74.8754356958672,0.8395071131751823,1.6699836563806911,0.04289455509768,0.0353033384971967,1.6075552675237623,4.132762430517533,0.6707563881805638,3.410102770634667,2.2160713329288027,3.0
family_a_000067_text_qr_mismatch,47687617a01f11ae,family_a,train,text_qr_mismatch,1,63.63256663959096,39.848743411430526,0.6262318063455159,1.6353528605594423,88.89422234817792,75.20686643381919,0.846026389420311,1.6715997791492694,0.0426695093101343,0.0352471047541656,1.609749134541831,3.970118349331794,0.6367810744644341,3.487602085479118,2.2639059419004672,3.0
family_a_000068_qr_only_mismatch,47687617a01f11ae,family_a,train,qr_only_mismatch,1,62.95022958987346,42.05800310669169,0.6681150600967274,1.6360377182931325,81.77252352847852,80.29598617477431,0.9819432358275902,1.6812693389409417,0.0434009176587301,0.0360309335822833,1.6119753968538852,1.5134771977137953,0.8302940829361737,4.02485581501309,2.313435243890349,3.0
family_a_000069_checksum_invalid,47687617a01f11ae,family_a,train,checksum_invalid,1,36.83494719903765,24.110304695178336,0.6545495509849062,1.6100758286542618,77.23344256552197,75.75108065538653,0.9808066082650152,1.6820557565305922,0.0439697134462759,0.036557735420054,1.617148139051905,1.693095499664837,1.0320353043017123,4.247481273654912,2.2160842301080463,3.0
family_a_000070_format_invalid,47687617a01f11ae,family_a,train,format_invalid,1,61.88856470945318,40.771976567797914,0.6587965025727146,1.6324847059853618,80.47215147864802,78.18440349550818,0.9715708147873366,1.6786985839403366,0.0426499732905982,0.0350270329549383,1.6065435348160697,1.7162552272634106,0.9538496788619926,3.965874134164896,2.28016576918361,3.0
family_a_000071_field_missing,47687617a01f11ae,family_a,train,field_missing,1,55.00040847885255,34.16031877877609,0.6210919793621316,1.6461884013654278,86.85592490145248,73.8866849959218,0.8506809014231933,1.6752258826677435,0.042484871031746,0.0354768177983505,1.6154347011477146,4.3625031853504215,0.7255643743667103,3.6847334788524857,2.3251689831241755,3.0
family_a_000072_fine_grained_edit,47687617a01f11ae,family_a,train,fine_grained_edit,1,62.904783786723115,41.48672686415304,0.6595161412469229,1.6333795440974253,80.11834608541334,77.84051697331242,0.9715690732636534,1.6786665951420363,0.0418221726190476,0.0337134639353576,1.5962947753203092,0.8456054352926221,0.5740378556154797,3.944332068096536,2.2999322750558924,3.0
family_a_000073_coordinated_full_forgery,47687617a01f11ae,family_a,train,coordinated_full_forgery,1,63.4377046430178,42.3318428840291,0.6672977285238365,1.631834866708743,83.05237419814597,80.85853145973464,0.973584710907549,1.6779689431557887,0.0439883814102564,0.0360887647962906,1.6043867656229802,1.376387617540603,0.7762591572519023,3.8214032953455264,2.269206977695431,3.0
family_a_000074_visual_splice,47687617a01f11ae,family_a,train,visual_splice,1,62.69916356888395,40.34412897378168,0.6434555142813473,1.6316178333601383,85.96293351743296,75.99570010924896,0.8840518600184661,1.673607697964843,0.0429399992368742,0.0352654863707748,1.6063045813379593,3.637501731330616,0.6980237384935902,3.573889766770862,2.2541036587819883,3.0
family_a_000075_visual_splice,47687617a01f11ae,family_a,train,visual_splice,1,50.73871731406862,33.20183821711337,0.6543687627716137,1.6310095231793769,78.97270100260958,76.8327131385703,0.9729020589913828,1.6795417590618134,0.0432383814102564,0.0352143803879879,1.6012907852833516,2.12871334159336,1.301259739721112,4.028558811322895,2.268917182412169,3.0
family_a_000076_visual_splice,47687617a01f11ae,family_a,train,visual_splice,1,55.954634121434275,37.07506208753532,0.6625913303473796,1.6355956698786305,79.39450822844971,77.26671861255858,0.97319966587909,1.6794658477087268,0.0428141788766788,0.0349896463364212,1.6035680088689717,1.9677213165633551,1.171054337851288,4.009894130366479,2.2958729121119217,3.0
family_a_000099_genuine,d265c69c7fa74149,family_a,train,genuine,0,60.629337857812985,39.44020344903895,0.6505134038639753,1.6223087421269686,82.55561528629674,79.6443313591137,0.9647353657962509,1.6759173638698588,0.0430472374847374,0.0347143670463045,1.594998178770156,1.222800718780751,0.7471469316022216,3.845076791556074,2.2406895115641534,3.0
family_a_000100_text_qr_mismatch,d265c69c7fa74149,family_a,train,text_qr_mismatch,1,64.46198709584678,40.9628053354273,0.6354566594410784,1.6276739681858037,89.82911238877712,77.7796947466083,0.8658627923579244,1.6707394579179138,0.0439754464285714,0.0364567556901625,1.6105871167641606,3.7201578792657903,0.6341560462947172,3.477576618082576,2.238952138555595,3.0
family_a_000101_qr_only_mismatch,d265c69c7fa74149,family_a,train,qr_only_mismatch,1,66.93999770092756,37.047914873486505,0.5534495161549428,1.6101512877770323,91.96295206880852,72.20785020900352,0.785184041320637,1.6562094306938375,0.0447958161630036,0.033828547804809,1.5839048794001869,3.932772580350041,0.66593100525238,2.851392739862091,1.932370724384918,3.0
family_a_000102_checksum_invalid,d265c69c7fa74149,family_a,train,checksum_invalid,1,42.94934450682423,26.07889624287229,0.6072011219337093,1.5914416454507945,81.408338742362,77.92028031683708,0.957153431074203,1.6743577691457752,0.0457180631868131,0.0383939873760551,1.6203620935313268,2.226903479343425,1.3909549029272192,3.909071456697198,2.010169344799624,3.0
family_a_000103_format_invalid,d265c69c7fa74149,family_a,train,format_invalid,1,63.84697353013385,41.33870018478614,0.6474652035091919,1.6205104589062251,83.42290980566764,80.16420141874237,0.9609373731521696,1.6746330724692002,0.0436927751068376,0.0358351581216548,1.6046112046227043,1.6809528186072924,0.932253094914665,3.810058237339195,2.2243487478030426,3.0
family_a_000104_field_missing,d265c69c7fa74149,family_a,train,field_missing,1,48.468687511448515,31.565757899796232,0.6512607006272504,1.6267359497212666,80.48678289665457,78.85779234825966,0.9797606478060747,1.6810745680871657,0.0439048477564102,0.0363993346074529,1.6117964964364604,1.9807996512505823,1.2130191270492383,4.161572582811813,2.2630569220959447,3.0
family_a_000105_fine_grained_edit,d265c69c7fa74149,family_a,train,fine_grained_edit,1,56.70507138476161,37.08733004244413,0.6540389174436602,1.6272291869972229,82.01193357844365,79.38680686478936,0.9679907998870512,1.677147289592458,0.043086929563492,0.0347059679580727,1.594240730544794,1.253719751126124,0.7416555598300238,3.906046078974992,2.2623583552586246,3.0
family_a_000106_coordinated_full_forgery,d265c69c7fa74149,family_a,train,coordinated_full_forgery,1,47.104514825086085,27.427367266171633,0.5822660852225571,1.6266058115259063,86.40404128981001,72.67195030407296,0.8410710981632347,1.6705009541844664,0.0432481780372405,0.0357822202991132,1.611090898903705,4.471858580981601,0.8210585275711519,3.607611885854196,2.1894340082498287,3.0
family_a_000107_visual_splice,d265c69c7fa74149,family_a,train,visual_splice,1,64.13141430704468,42.17557407647898,0.6576428721519303,1.6300823481199072,82.68483245858994,80.09458586054878,0.968673138618624,1.6771583726437431,0.0429528006715506,0.0347323887782777,1.596889015463353,0.8710354726620092,0.6081936283010713,3.903269704233353,2.299393401361518,3.0
family_a_000108_visual_splice,d265c69c7fa74149,family_a,train,visual_splice,1,41.216325131324325,22.79584706171458,0.5530779723398984,1.598789860779527,86.84414327804164,74.91947885554639,0.8626888054937097,1.6715220791459464,0.0452686679639804,0.037482788324223,1.6087533681075417,4.295268685018901,0.8874577336996675,3.571005629446176,1.9711009364226555,3.0
family_a_000109_visual_splice,d265c69c7fa74149,family_a,train,visual_splice,1,57.04527885942478,36.96905310466785,0.6480649645892709,1.6232327700756837,81.99975724299858,79.39052285753041,0.968179856197202,1.6772221608406703,0.0432577457264957,0.0346757232509171,1.5907061691321382,1.249469575637301,0.7514797104040472,3.913343076006953,2.249546695989744,3.0
family_a_000132_genuine,8b8430a811fe64e8,family_a,train,genuine,0,61.69740578237236,36.4701726723707,0.5911134560483591,1.6347578441595416,84.35610216006023,76.02876867185472,0.901283460380382,1.6724222721735067,0.0440097489316239,0.03299722237381,1.5820904045524784,1.2689122780525133,0.7259571681791442,3.3558712988376,2.0815850603650476,3.0
family_a_000133_text_qr_mismatch,8b8430a811fe64e8,family_a,train,text_qr_mismatch,1,42.73706786276812,25.74078101413459,0.6023055927405734,1.5627185230671894,83.41983993271964,74.27715811143685,0.8904014832362247,1.671052275367365,0.0469120402167277,0.0367653313071449,1.6140657050064726,2.322997845179398,1.334830609731676,3.3970878107198885,1.8523136676579108,3.0
family_a_000134_qr_only_mismatch,8b8430a811fe64e8,family_a,train,qr_only_mismatch,1,42.88449148667425,24.615145222111007,0.573986973586712,1.5954111463675422,83.00713687753378,73.6099570249872,0.8867905932676988,1.6695049129640076,0.0469485653235653,0.0364649494637031,1.608133644296438,2.040321557571332,1.1661182238798122,3.3350099100121597,1.8712750551236552,3.0
family_a_000135_checksum_invalid,8b8430a811fe64e8,family_a,train,checksum_invalid,1,60.98324602327756,35.95968420569268,0.5896648777160525,1.6339024474022157,84.2527093397453,75.96594487491238,0.9016438338160117,1.6726637001501763,0.0440106646825396,0.0329962511708027,1.582109212506155,1.2865910733916557,0.7400228564218493,3.363120383648997,2.078040333107547,3.0
family_a_000136_format_invalid,8b8430a811fe64e8,family_a,train,format_invalid,1,66.67621417715581,39.331557239547735,0.5898887905686666,1.6320885644383476,85.17659576398782,76.51037972699072,0.8982557950124243,1.670658893698616,0.0448824881715506,0.034394202472338,1.5945602972375676,1.4759889582696424,0.7825380132001072,3.308681865283497,2.0713213646458875,3.0
family_a_000137_field_missing,8b8430a811fe64e8,family_a,train,field_missing,1,66.32211823390308,39.202564530325205,0.5910932832563313,1.6401135304240544,84.64125840797062,76.97269307345483,0.9093990971690868,1.6761153867766168,0.044468511523199,0.0345496300220915,1.6053958120133829,1.7130396011639286,0.8989028258064665,3.4897986200484956,2.123347412008412,3.0
family_a_000138_fine_grained_edit,8b8430a811fe64e8,family_a,train,fine_grained_edit,1,49.40887256359454,28.660073951782444,0.5800591404772987,1.6289837184149625,82.90712305790113,74.91235494093274,0.9035694780160236,1.6749040595215017,0.0455426968864468,0.0347165787445434,1.5973127754248968,2.1886140710507163,1.2753772230155735,3.444354528633859,2.049010995804172,3.0
family_a_000139_coordinated_full_forgery,8b8430a811fe64e8,family_a,train,coordinated_full_forgery,1,45.2913017355723,26.891056885846172,0.5937354396544368,1.6217429768317064,85.79881606952729,73.83330920703558,0.8605398533915205,1.6722794301874393,0.0438226877289377,0.0360043742674046,1.6102678344747947,4.190825681144695,0.7741972913477343,3.628356409161634,2.15351720794979,3.0
family_a_000140_visual_splice,8b8430a811fe64e8,family_a,train,visual_splice,1,66.51324523009711,38.82649680448307,0.583740739649052,1.628640115239433,85.57779599732254,76.60205319755494,0.8951158808622831,1.6694601351984362,0.0448039816086691,0.034075562651484,1.5893589185668566,1.744516493195125,0.9173997617566404,3.2848310838198613,2.051065153757245,3.0
family_a_000141_visual_splice,8b8430a811fe64e8,family_a,train,visual_splice,1,66.05489848776541,39.141638184491285,0.5925621438373658,1.6336041276555984,85.28350554185353,76.69987071215473,0.8993516534213895,1.671599724580067,0.0447632497710622,0.034174478175746,1.5923361041382464,1.8052201523050528,0.9388233700351308,3.3484608291751576,2.0829060679644744,3.0
family_a_000142_visual_splice,8b8430a811fe64e8,family_a,train,visual_splice,1,66.34127332154559,38.8449068531108,0.5855314354537845,1.6308612220684335,85.50355887632024,76.69260873888241,0.8969521359958347,1.6704403327715265,0.0449390167124542,0.0343943300054357,1.59348803016332,1.8157015611970555,0.9455639428302192,3.317653549593369,2.0652870171674493,3.0
